TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,DurationMins,RunningBalance
1208,2024-11-25,12:50,13:05,LONG,2675.7,2671.36,2677.2,2681.34,2681.34,4.34,5.38,23.34,30.35,1.3,WIN,YES,15,2364.76
1209,2024-11-25,13:35,14:10,LONG,2687.19,2682.6,2682.6,2693.16,2682.6,4.59,5.15,23.65,-23.65,-1,LOSS,NO,35,2341.11
1210,2024-11-25,14:10,14:15,LONG,2683.47,2680.78,2680.78,2686.97,2680.78,2.69,8.7,23.41,-23.41,-1,LOSS,NO,5,2317.7
1211,2024-11-25,14:45,14:55,LONG,2680.68,2678.6,2680.88,2683.38,2680.88,2.08,11.14,23.18,2.23,0.1,BREAKEVEN,YES,10,2319.93
1212,2024-11-25,15:25,15:30,LONG,2685.39,2682.87,2685.59,2688.67,2685.59,2.52,9.21,23.2,1.84,0.08,BREAKEVEN,YES,5,2321.77
1213,2024-11-25,16:25,16:35,SHORT,2645.01,2650.77,2644.81,2637.52,2637.52,5.76,4.03,23.22,30.18,1.3,WIN,YES,10,2351.96
1214,2024-11-26,07:15,07:30,SHORT,2622.29,2624.41,2622.09,2619.53,2619.53,2.12,11.09,23.52,30.58,1.3,WIN,YES,15,2382.53
1215,2024-11-26,07:50,07:55,LONG,2621.84,2618.36,2622.04,2626.36,2622.04,3.48,6.85,23.83,1.37,0.06,BREAKEVEN,YES,5,2383.9
1216,2024-11-26,08:25,09:10,LONG,2623.17,2619.7,2619.7,2627.68,2622.22,3.47,6.87,23.84,-6.53,-0.27,LOSS,NO,45,2377.37
1217,2024-11-26,09:05,09:20,SHORT,2621.86,2624.03,2621.66,2619.04,2621.66,2.17,10.96,23.77,2.19,0.09,BREAKEVEN,YES,15,2379.56
1218,2024-11-26,09:40,10:10,SHORT,2612.52,2617.16,2617.16,2606.49,2617.16,4.64,5.13,23.8,-23.8,-1,LOSS,NO,30,2355.77
1219,2024-11-26,10:45,10:55,SHORT,2614.97,2617.12,2614.77,2612.17,2614.77,2.15,10.96,23.56,2.19,0.09,BREAKEVEN,YES,10,2357.96
1220,2024-11-26,11:40,12:05,LONG,2625.82,2623.33,2626.02,2629.06,2626.02,2.49,9.47,23.58,1.89,0.08,BREAKEVEN,YES,25,2359.85
1221,2024-11-26,12:15,12:30,LONG,2629.13,2627.08,2629.33,2631.8,2631.8,2.05,11.51,23.6,30.68,1.3,WIN,YES,15,2390.53
1222,2024-11-26,12:55,13:00,LONG,2631.37,2629.43,2629.43,2633.89,2629.43,1.94,12.32,23.91,-23.91,-1,LOSS,NO,5,2366.63
1223,2024-11-26,13:30,14:15,LONG,2632.74,2627.32,2627.32,2639.79,2632.64,5.42,4.37,23.67,-0.44,-0.02,BREAKEVEN,NO,45,2366.19
1224,2024-11-26,14:05,14:15,LONG,2632.42,2629.51,2632.62,2636.2,2632.62,2.91,8.13,23.66,1.63,0.07,BREAKEVEN,YES,10,2367.82
1225,2024-11-26,14:45,15:00,SHORT,2630.9,2633.51,2633.51,2627.51,2633.51,2.61,9.07,23.68,-23.68,-1,LOSS,NO,15,2344.14
1226,2024-11-26,15:30,15:45,LONG,2633.31,2628.3,2628.3,2639.82,2628.3,5.01,4.68,23.44,-23.44,-1,LOSS,NO,15,2320.7
1227,2024-11-26,16:15,16:30,LONG,2631.55,2627.91,2627.91,2636.28,2627.91,3.64,6.38,23.21,-23.21,-1,LOSS,NO,15,2297.49
1228,2024-11-26,16:55,17:05,SHORT,2622.05,2624.85,2624.85,2618.41,2624.85,2.8,8.21,22.97,-22.97,-1,LOSS,NO,10,2274.52
1229,2024-11-27,07:00,07:30,LONG,2639.62,2637.07,2639.82,2642.93,2642.93,2.55,8.92,22.75,29.57,1.3,WIN,YES,30,2304.08
1230,2024-11-27,07:35,07:40,SHORT,2643.15,2645.43,2645.43,2640.19,2645.43,2.28,10.11,23.04,-23.04,-1,LOSS,NO,5,2281.04
1231,2024-11-27,08:15,08:20,LONG,2641.44,2638.76,2641.64,2644.92,2641.64,2.68,8.51,22.81,1.7,0.07,BREAKEVEN,YES,5,2282.75
1232,2024-11-27,09:10,09:55,SHORT,2647.13,2649.91,2649.91,2643.52,2646.6,2.78,8.21,22.83,4.35,0.19,BREAKEVEN,NO,45,2287.1
1233,2024-11-27,09:45,10:15,LONG,2646.76,2644.66,2646.96,2649.49,2646.96,2.1,10.89,22.87,2.18,0.1,BREAKEVEN,YES,30,2289.28
1234,2024-11-27,10:30,10:50,LONG,2647.75,2645.3,2647.95,2650.93,2650.93,2.45,9.34,22.89,29.76,1.3,WIN,YES,20,2319.04
1235,2024-11-27,11:10,11:30,LONG,2649.61,2647.35,2649.81,2652.55,2649.81,2.26,10.26,23.19,2.05,0.09,BREAKEVEN,YES,20,2321.09
1236,2024-11-27,11:45,11:55,SHORT,2649.25,2651.21,2649.05,2646.7,2649.05,1.96,11.84,23.21,2.37,0.1,BREAKEVEN,YES,10,2323.46
1237,2024-11-27,12:25,13:10,SHORT,2648.35,2651.22,2648.15,2644.62,2644.62,2.87,8.1,23.23,30.2,1.3,WIN,YES,45,2353.66
1238,2024-11-27,13:20,13:35,SHORT,2646.23,2650.23,2650.23,2641.03,2650.23,4,5.88,23.54,-23.54,-1,LOSS,NO,15,2330.13
1239,2024-11-27,13:55,14:10,SHORT,2651.11,2653.84,2653.84,2647.56,2653.84,2.73,8.54,23.3,-23.3,-1,LOSS,NO,15,2306.82
1240,2024-11-27,14:30,14:35,LONG,2652.57,2650.4,2652.77,2655.39,2652.77,2.17,10.63,23.07,2.13,0.09,BREAKEVEN,YES,5,2308.95
1241,2024-11-27,15:15,15:25,SHORT,2648.83,2651.78,2648.63,2644.99,2648.63,2.95,7.83,23.09,1.57,0.07,BREAKEVEN,YES,10,2310.52
1242,2024-11-27,16:05,16:30,SHORT,2650.06,2654.59,2654.59,2644.17,2654.59,4.53,5.1,23.11,-23.11,-1,LOSS,NO,25,2287.41
1243,2024-11-27,16:55,17:00,SHORT,2651.24,2654.02,2651.04,2647.63,2647.63,2.78,8.23,22.87,29.74,1.3,WIN,YES,5,2317.15
1244,2024-11-28,07:00,07:20,LONG,2631.2,2628.63,2631.4,2634.54,2631.4,2.57,9.02,23.17,1.8,0.08,BREAKEVEN,YES,20,2318.95
1245,2024-11-28,07:45,07:50,LONG,2631.88,2629.6,2632.08,2634.84,2632.08,2.28,10.17,23.19,2.03,0.09,BREAKEVEN,YES,5,2320.98
1246,2024-11-28,08:35,08:40,LONG,2634.02,2631.72,2634.22,2637.01,2637.01,2.3,10.09,23.21,30.17,1.3,WIN,YES,5,2351.16
1247,2024-11-28,09:10,09:15,SHORT,2636.46,2638.45,2638.45,2633.87,2638.45,1.99,11.81,23.51,-23.51,-1,LOSS,NO,5,2327.65
1248,2024-11-28,09:45,10:10,LONG,2636.66,2634.14,2636.86,2639.94,2636.86,2.52,9.24,23.28,1.85,0.08,BREAKEVEN,YES,25,2329.49
1249,2024-11-28,10:35,10:50,SHORT,2639.71,2642.08,2642.08,2636.63,2642.08,2.37,9.83,23.29,-23.29,-1,LOSS,NO,15,2306.2
1250,2024-11-28,11:15,12:00,SHORT,2645.42,2647.99,2647.99,2642.08,2646.61,2.57,8.97,23.06,-10.68,-0.46,LOSS,NO,45,2295.52
1251,2024-11-28,12:05,12:35,LONG,2646.46,2644.42,2646.66,2649.11,2649.11,2.04,11.25,22.96,29.84,1.3,WIN,YES,30,2325.36
1252,2024-11-28,12:40,13:20,LONG,2648.7,2646.5,2646.5,2651.56,2646.5,2.2,10.57,23.25,-23.25,-1,LOSS,NO,40,2302.11
1253,2024-11-28,13:15,13:25,LONG,2648.34,2646.07,2646.07,2651.29,2646.07,2.27,10.14,23.02,-23.02,-1,LOSS,NO,10,2279.09
1254,2024-11-28,13:50,14:15,SHORT,2646.87,2649.09,2646.67,2643.98,2646.67,2.22,10.27,22.79,2.05,0.09,BREAKEVEN,YES,25,2281.14
1255,2024-11-28,14:30,15:00,SHORT,2646.1,2647.92,2645.9,2643.73,2643.73,1.82,12.53,22.81,29.65,1.3,WIN,YES,30,2310.79
1256,2024-11-28,15:05,15:10,SHORT,2643.61,2645.97,2645.97,2640.54,2645.97,2.36,9.79,23.11,-23.11,-1,LOSS,NO,5,2287.69
1257,2024-11-28,15:45,16:30,SHORT,2646.11,2649.32,2649.32,2641.94,2645.71,3.21,7.13,22.88,2.85,0.12,BREAKEVEN,NO,45,2290.54
1258,2024-11-28,16:20,16:45,LONG,2646.31,2643.34,2643.34,2650.17,2643.34,2.97,7.71,22.91,-22.91,-1,LOSS,NO,25,2267.63
1259,2024-11-29,07:15,07:25,LONG,2661.12,2658.71,2661.32,2664.25,2661.32,2.41,9.41,22.68,1.88,0.08,BREAKEVEN,YES,10,2269.51
1260,2024-11-29,07:50,08:05,SHORT,2661.83,2664.44,2664.44,2658.44,2664.44,2.61,8.7,22.7,-22.7,-1,LOSS,NO,15,2246.82
1261,2024-11-29,08:30,09:15,SHORT,2663.62,2666.18,2663.42,2660.29,2661.74,2.56,8.78,22.47,16.5,0.73,WIN,YES,45,2263.32
1262,2024-11-29,09:10,09:30,LONG,2661.92,2659.71,2659.71,2664.79,2659.71,2.21,10.24,22.63,-22.63,-1,LOSS,NO,20,2240.69
1263,2024-11-29,10:00,10:05,SHORT,2661.39,2664.03,2661.19,2657.96,2661.19,2.64,8.49,22.41,1.7,0.08,BREAKEVEN,YES,5,2242.38
1264,2024-11-29,10:55,11:10,SHORT,2657.32,2661.33,2661.33,2652.11,2661.33,4.01,5.59,22.42,-22.42,-1,LOSS,NO,15,2219.96
1265,2024-11-29,11:30,11:40,SHORT,2659.94,2662.27,2659.74,2656.91,2659.74,2.33,9.53,22.2,1.91,0.09,BREAKEVEN,YES,10,2221.86
1266,2024-11-29,12:05,12:30,SHORT,2663.78,2666.79,2663.58,2659.87,2663.58,3.01,7.38,22.22,1.48,0.07,BREAKEVEN,YES,25,2223.34
1267,2024-11-29,12:40,13:25,SHORT,2661.82,2664.73,2664.73,2658.04,2662.47,2.91,7.64,22.23,-4.97,-0.22,BREAKEVEN,NO,45,2218.37
