TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,DurationMins,RunningBalance
1782,2025-01-21,10:25,10:35,SHORT,2725.31,2728.12,2725.11,2721.66,2725.11,2.81,3.52,9.89,0.7,0.07,BREAKEVEN,YES,10,990.11
1783,2025-01-21,11:05,11:40,LONG,2720.95,2716.89,2721.15,2726.23,2721.15,4.06,2.44,9.9,0.49,0.05,BREAKEVEN,YES,35,990.6
1784,2025-01-21,11:40,11:55,SHORT,2722.65,2725.54,2722.45,2718.89,2722.45,2.89,3.43,9.91,0.69,0.07,BREAKEVEN,YES,15,991.29
1785,2025-01-21,12:15,12:30,LONG,2721.7,2718.73,2721.9,2725.56,2721.9,2.97,3.34,9.91,0.67,0.07,BREAKEVEN,YES,15,991.95
1786,2025-01-21,12:50,13:15,SHORT,2719.28,2721.81,2719.08,2715.99,2719.08,2.53,3.92,9.92,0.78,0.08,BREAKEVEN,YES,25,992.74
1787,2025-01-21,13:40,13:45,LONG,2721.62,2718.79,2721.82,2725.3,2721.82,2.83,3.51,9.93,0.7,0.07,BREAKEVEN,YES,5,993.44
1788,2025-01-21,14:15,14:50,LONG,2724.3,2721.66,2725.16,2727.73,2725.16,2.64,3.76,9.93,3.24,0.33,BREAKEVEN,YES,35,996.67
1789,2025-01-21,15:05,15:25,LONG,2728.26,2725.52,2725.52,2731.82,2725.52,2.74,3.64,9.97,-9.97,-1,LOSS,NO,20,986.71
1790,2025-01-21,15:40,15:55,SHORT,2727.86,2730.97,2727.66,2723.82,2727.66,3.11,3.17,9.87,0.63,0.06,BREAKEVEN,YES,15,987.34
1791,2025-01-21,16:15,16:25,SHORT,2729.89,2732.15,2732.15,2726.95,2732.15,2.26,4.37,9.87,-9.87,-1,LOSS,NO,10,977.47
1792,2025-01-21,16:50,16:55,LONG,2735.88,2732.33,2736.08,2740.5,2736.08,3.55,2.75,9.77,0.55,0.06,BREAKEVEN,YES,5,978.02
1793,2025-01-22,07:10,07:35,LONG,2751.47,2748.75,2752.86,2755.01,2755.01,2.72,3.6,9.78,12.71,1.3,WIN,YES,25,990.73
1794,2025-01-22,07:55,08:00,LONG,2758.03,2755.63,2755.63,2761.15,2755.63,2.4,4.13,9.91,-9.91,-1,LOSS,NO,5,980.83
1795,2025-01-22,08:30,09:05,SHORT,2748.24,2750.71,2748.04,2745.03,2748.04,2.47,3.97,9.81,0.79,0.08,BREAKEVEN,YES,35,981.62
1796,2025-01-22,09:15,09:30,SHORT,2749.78,2752.01,2752.01,2746.88,2752.01,2.23,4.4,9.82,-9.82,-1,LOSS,NO,15,971.8
1797,2025-01-22,10:15,10:50,SHORT,2751.34,2753.48,2753.48,2748.56,2753.48,2.14,4.54,9.72,-9.72,-1,LOSS,NO,35,962.09
1798,2025-01-22,10:55,11:00,LONG,2753.18,2751.09,2753.38,2755.9,2753.38,2.09,4.6,9.62,0.92,0.1,BREAKEVEN,YES,5,963.01
1799,2025-01-22,11:30,11:40,SHORT,2761.2,2763.74,2761,2757.9,2761,2.54,3.79,9.63,0.76,0.08,BREAKEVEN,YES,10,963.77
1800,2025-01-22,12:05,12:40,LONG,2761.06,2758.58,2761.26,2764.28,2761.26,2.48,3.89,9.64,0.78,0.08,BREAKEVEN,YES,35,964.54
1801,2025-01-22,12:45,13:05,LONG,2760.44,2758.19,2758.19,2763.37,2758.19,2.25,4.29,9.65,-9.65,-1,LOSS,NO,20,954.9
1802,2025-01-22,13:25,14:00,SHORT,2757.82,2760.08,2757.32,2754.88,2754.88,2.26,4.23,9.55,12.41,1.3,WIN,YES,35,967.31
1803,2025-01-22,14:05,14:30,SHORT,2754.41,2757.4,2754.21,2750.52,2754.21,2.99,3.24,9.67,0.65,0.07,BREAKEVEN,YES,25,967.96
1804,2025-01-22,14:45,14:50,LONG,2756.37,2754.3,2756.57,2759.06,2756.57,2.07,4.68,9.68,0.94,0.1,BREAKEVEN,YES,5,968.89
1805,2025-01-22,15:30,15:35,SHORT,2753.17,2756.38,2752.97,2749,2752.97,3.21,3.02,9.69,0.6,0.06,BREAKEVEN,YES,5,969.5
1806,2025-01-22,16:05,16:10,LONG,2756.81,2754.22,2754.22,2760.18,2754.22,2.59,3.74,9.69,-9.69,-1,LOSS,NO,5,959.8
1807,2025-01-23,07:00,07:45,SHORT,2751.66,2753.92,2753.92,2748.72,2752.33,2.26,4.25,9.6,-2.85,-0.3,BREAKEVEN,NO,45,956.96
1808,2025-01-23,07:35,08:20,LONG,2752.77,2749.89,2752.97,2756.51,2755.47,2.88,3.32,9.57,8.97,0.94,WIN,YES,45,965.93
1809,2025-01-23,08:15,09:00,LONG,2753.97,2751.63,2751.63,2757.01,2753.65,2.34,4.13,9.66,-1.32,-0.14,BREAKEVEN,NO,45,964.61
1810,2025-01-23,09:00,09:45,LONG,2753.65,2750.68,2750.68,2757.51,2752.96,2.97,3.25,9.65,-2.24,-0.23,BREAKEVEN,NO,45,962.37
1811,2025-01-23,09:40,10:25,LONG,2752.18,2750.12,2753.31,2754.86,2753.31,2.06,4.67,9.62,5.28,0.55,WIN,YES,45,967.64
1812,2025-01-23,10:25,11:10,LONG,2754.19,2751.77,2751.77,2757.34,2752.33,2.42,4,9.68,-7.44,-0.77,LOSS,NO,45,960.21
1813,2025-01-23,11:25,11:35,LONG,2743.81,2741.03,2741.03,2747.42,2741.03,2.78,3.45,9.6,-9.6,-1,LOSS,NO,10,950.61
1814,2025-01-23,12:00,12:35,SHORT,2745.93,2748.28,2748.28,2742.87,2748.28,2.35,4.05,9.51,-9.51,-1,LOSS,NO,35,941.1
1815,2025-01-23,12:40,12:50,SHORT,2749,2751.36,2751.36,2745.93,2751.36,2.36,3.99,9.41,-9.41,-1,LOSS,NO,10,931.69
1816,2025-01-23,13:15,13:25,LONG,2751.42,2749.44,2751.62,2753.99,2753.99,1.98,4.71,9.32,12.11,1.3,WIN,YES,10,943.8
1817,2025-01-23,13:50,14:10,LONG,2753.39,2750.18,2750.18,2757.56,2750.18,3.21,2.94,9.44,-9.44,-1,LOSS,NO,20,934.36
1818,2025-01-23,14:35,14:40,LONG,2743.57,2740.58,2743.77,2747.46,2743.77,2.99,3.12,9.34,0.62,0.07,BREAKEVEN,YES,5,934.99
1819,2025-01-23,15:15,15:20,SHORT,2742.83,2745.9,2742.63,2738.84,2742.63,3.07,3.05,9.35,0.61,0.07,BREAKEVEN,YES,5,935.6
1820,2025-01-23,15:50,15:55,LONG,2739.02,2736.55,2739.22,2742.23,2739.22,2.47,3.79,9.36,0.76,0.08,BREAKEVEN,YES,5,936.35
1821,2025-01-23,16:25,16:30,LONG,2744.93,2742.48,2745.13,2748.11,2745.13,2.45,3.82,9.36,0.76,0.08,BREAKEVEN,YES,5,937.12
1822,2025-01-24,07:05,07:25,LONG,2773.29,2771.29,2773.49,2775.89,2773.49,2,4.69,9.37,0.94,0.1,BREAKEVEN,YES,20,938.06
1823,2025-01-24,07:40,08:25,LONG,2775.96,2773.19,2776.16,2779.56,2776.16,2.77,3.39,9.38,0.68,0.07,BREAKEVEN,YES,45,938.73
1824,2025-01-24,08:20,08:45,SHORT,2776.77,2779.53,2776.44,2773.18,2773.18,2.76,3.4,9.39,12.2,1.3,WIN,YES,25,950.94
1825,2025-01-24,09:15,09:45,SHORT,2773.04,2775.15,2775.15,2770.3,2775.15,2.11,4.51,9.51,-9.51,-1,LOSS,NO,30,941.43
1826,2025-01-24,09:50,10:35,SHORT,2773.58,2776.83,2772.61,2769.36,2771.93,3.25,2.9,9.41,4.78,0.51,BREAKEVEN,YES,45,946.21
1827,2025-01-24,10:25,10:45,LONG,2772.11,2769.08,2772.31,2776.05,2772.31,3.03,3.12,9.46,0.62,0.07,BREAKEVEN,YES,20,946.83
1828,2025-01-24,11:25,11:30,LONG,2776.81,2774.57,2774.57,2779.72,2774.57,2.24,4.23,9.47,-9.47,-1,LOSS,NO,5,937.36
1829,2025-01-24,12:00,12:45,LONG,2773.53,2770.48,2770.48,2777.5,2773.73,3.05,3.07,9.37,0.61,0.07,BREAKEVEN,NO,45,937.98
1830,2025-01-24,12:35,12:45,SHORT,2772.65,2774.61,2774.61,2770.1,2774.61,1.96,4.79,9.38,-9.38,-1,LOSS,NO,10,928.6
1831,2025-01-24,13:20,13:30,SHORT,2776.14,2778.68,2778.68,2772.84,2778.68,2.54,3.66,9.29,-9.29,-1,LOSS,NO,10,919.31
1832,2025-01-24,13:55,14:40,LONG,2776.71,2774.02,2776.91,2780.21,2778.5,2.69,3.42,9.19,6.12,0.67,WIN,YES,45,925.43
1833,2025-01-24,14:35,14:40,LONG,2777.48,2775.47,2777.68,2780.09,2777.68,2.01,4.6,9.25,0.92,0.1,BREAKEVEN,YES,5,926.35
1834,2025-01-24,15:10,15:40,LONG,2781.98,2779.09,2782.18,2785.74,2782.18,2.89,3.21,9.26,0.64,0.07,BREAKEVEN,YES,30,926.99
1835,2025-01-24,15:45,15:50,LONG,2783.7,2781.66,2781.66,2786.35,2781.66,2.04,4.54,9.27,-9.27,-1,LOSS,NO,5,917.72
1836,2025-01-24,16:40,16:45,SHORT,2777.66,2780.37,2780.37,2774.14,2780.37,2.71,3.39,9.18,-9.18,-1,LOSS,NO,5,908.54
1837,2025-01-27,07:10,07:55,SHORT,2755.76,2758.18,2755.56,2752.61,2753.27,2.42,3.75,9.09,9.35,1.03,WIN,YES,45,917.89
1838,2025-01-27,07:50,08:00,LONG,2754.73,2752.51,2752.51,2757.62,2752.51,2.22,4.13,9.18,-9.18,-1,LOSS,NO,10,908.71
1839,2025-01-27,08:25,08:45,LONG,2752.63,2749.35,2752.83,2756.89,2752.83,3.28,2.77,9.09,0.55,0.06,BREAKEVEN,YES,20,909.27
1840,2025-01-27,09:05,09:20,SHORT,2753.35,2755.97,2753.15,2749.94,2753.15,2.62,3.47,9.09,0.69,0.08,BREAKEVEN,YES,15,909.96
1841,2025-01-27,09:40,09:55,SHORT,2751.78,2754.44,2751.58,2748.32,2751.58,2.66,3.42,9.1,0.68,0.08,BREAKEVEN,YES,15,910.65
1842,2025-01-27,10:20,10:25,LONG,2756.24,2753.98,2756.44,2759.18,2756.44,2.26,4.03,9.11,0.81,0.09,BREAKEVEN,YES,5,911.45
1843,2025-01-27,11:55,12:00,LONG,2763.33,2761.16,2763.53,2766.15,2763.53,2.17,4.2,9.11,0.84,0.09,BREAKEVEN,YES,5,912.29
1844,2025-01-27,12:30,12:50,LONG,2767.39,2765.13,2767.59,2770.33,2770.33,2.26,4.04,9.12,11.86,1.3,WIN,YES,20,924.15
1845,2025-01-27,13:05,13:15,LONG,2766.42,2763.44,2766.62,2770.29,2766.62,2.98,3.1,9.24,0.62,0.07,BREAKEVEN,YES,10,924.77
1846,2025-01-27,13:40,14:00,LONG,2769.88,2767.75,2770.08,2772.65,2770.08,2.13,4.34,9.25,0.87,0.09,BREAKEVEN,YES,20,925.64
1847,2025-01-27,14:25,15:00,LONG,2762.56,2759.2,2759.2,2766.93,2759.2,3.36,2.75,9.26,-9.26,-1,LOSS,NO,35,916.38
1848,2025-01-27,15:10,15:20,LONG,2761.58,2759.63,2759.63,2764.11,2759.63,1.95,4.7,9.16,-9.16,-1,LOSS,NO,10,907.22
1849,2025-01-27,15:50,16:00,SHORT,2756.86,2759.55,2756.66,2753.36,2753.36,2.69,3.37,9.07,11.79,1.3,WIN,YES,10,919.01
1850,2025-01-27,16:25,16:30,LONG,2750.78,2748.02,2748.02,2754.37,2748.02,2.76,3.33,9.19,-9.19,-1,LOSS,NO,5,909.82
1851,2025-01-28,07:00,07:45,SHORT,2742.62,2745.5,2745.5,2738.88,2741.52,2.88,3.16,9.1,3.48,0.38,BREAKEVEN,NO,45,913.3
1852,2025-01-28,07:40,08:25,LONG,2741.85,2739.88,2739.88,2744.41,2740.89,1.97,4.64,9.13,-4.45,-0.49,BREAKEVEN,NO,45,908.85
1853,2025-01-28,08:25,09:05,SHORT,2740.89,2743.18,2740.69,2737.91,2740.69,2.29,3.97,9.09,0.79,0.09,BREAKEVEN,YES,40,909.64
1854,2025-01-28,09:25,09:40,LONG,2742.24,2740.1,2740.1,2745.02,2740.1,2.14,4.25,9.1,-9.1,-1,LOSS,NO,15,900.55
1855,2025-01-28,10:00,10:30,SHORT,2738.6,2741.34,2737.79,2735.04,2735.04,2.74,3.29,9.01,11.71,1.3,WIN,YES,30,912.25
1856,2025-01-28,10:35,10:40,SHORT,2735.14,2737.87,2737.87,2731.59,2737.87,2.73,3.34,9.12,-9.12,-1,LOSS,NO,5,903.13
1857,2025-01-28,11:15,11:35,LONG,2742.92,2739.93,2743.12,2746.81,2743.12,2.99,3.02,9.03,0.6,0.07,BREAKEVEN,YES,20,903.73
1858,2025-01-28,11:50,12:05,LONG,2743.59,2741.65,2743.79,2746.11,2743.79,1.94,4.66,9.04,0.93,0.1,BREAKEVEN,YES,15,904.67
1859,2025-01-28,12:40,12:55,SHORT,2743.14,2745.51,2742.94,2740.06,2742.94,2.37,3.82,9.05,0.76,0.08,BREAKEVEN,YES,15,905.43
1860,2025-01-28,13:15,14:00,LONG,2743.49,2741.49,2741.49,2746.09,2742.52,2,4.53,9.05,-4.39,-0.48,BREAKEVEN,NO,45,901.04
1861,2025-01-28,13:55,14:40,SHORT,2742.78,2745.57,2745.57,2739.15,2743.79,2.79,3.23,9.01,-3.26,-0.36,BREAKEVEN,NO,45,897.78
1862,2025-01-28,14:30,15:00,SHORT,2743.64,2745.71,2745.71,2740.95,2745.71,2.07,4.34,8.98,-8.98,-1,LOSS,NO,30,888.8
1863,2025-01-28,15:05,15:30,LONG,2746.46,2743.84,2746.66,2749.87,2746.66,2.62,3.39,8.89,0.68,0.08,BREAKEVEN,YES,25,889.48
1864,2025-01-28,15:45,16:00,SHORT,2747.83,2750.03,2750.03,2744.97,2750.03,2.2,4.04,8.89,-8.89,-1,LOSS,NO,15,880.58
1865,2025-01-28,16:30,17:05,LONG,2755.72,2751.38,2751.38,2761.36,2751.38,4.34,2.03,8.81,-8.81,-1,LOSS,NO,35,871.78
1866,2025-01-29,07:00,07:40,LONG,2762.11,2760.19,2760.19,2764.61,2760.19,1.92,4.54,8.72,-8.72,-1,LOSS,NO,40,863.06
1867,2025-01-29,07:50,08:35,LONG,2760.77,2758.86,2758.86,2763.25,2761,1.91,4.52,8.63,1.04,0.12,BREAKEVEN,NO,45,864.1
1868,2025-01-29,08:25,09:00,LONG,2760.6,2758.63,2758.63,2763.16,2758.63,1.97,4.39,8.64,-8.64,-1,LOSS,NO,35,855.46
1869,2025-01-29,09:00,09:45,SHORT,2759.02,2762.07,2762.07,2755.05,2758.04,3.05,2.8,8.55,2.75,0.32,BREAKEVEN,NO,45,858.21
1870,2025-01-29,09:35,09:50,LONG,2758.13,2756,2758.33,2760.9,2758.33,2.13,4.03,8.58,0.81,0.09,BREAKEVEN,YES,15,859.01
1871,2025-01-29,10:35,11:10,SHORT,2764.55,2767.51,2762.78,2760.7,2760.7,2.96,2.9,8.59,11.17,1.3,WIN,YES,35,870.18
1872,2025-01-29,11:10,11:55,LONG,2762.05,2758.77,2758.77,2766.31,2762.84,3.28,2.65,8.7,2.1,0.24,BREAKEVEN,NO,45,872.27
1873,2025-01-29,11:45,12:15,LONG,2763.63,2761.15,2761.15,2766.85,2761.15,2.48,3.52,8.72,-8.72,-1,LOSS,NO,30,863.55
1874,2025-01-29,12:25,13:10,SHORT,2759.44,2762.01,2759.24,2756.1,2758.43,2.57,3.36,8.64,3.39,0.39,BREAKEVEN,YES,45,866.94
1875,2025-01-29,13:00,13:45,LONG,2758.37,2756.04,2756.04,2761.4,2758.84,2.33,3.72,8.67,1.75,0.2,BREAKEVEN,NO,45,868.69
1876,2025-01-29,13:35,14:05,LONG,2759.09,2756.79,2756.79,2762.08,2756.79,2.3,3.78,8.69,-8.69,-1,LOSS,NO,30,860.01
1877,2025-01-29,14:15,15:00,LONG,2757.37,2754.85,2754.85,2760.65,2757.35,2.52,3.41,8.6,-0.07,-0.01,BREAKEVEN,NO,45,859.94
1878,2025-01-29,14:50,15:00,LONG,2756.65,2754.31,2756.85,2759.69,2756.85,2.34,3.67,8.6,0.73,0.09,BREAKEVEN,YES,10,860.67
1879,2025-01-29,15:25,15:35,SHORT,2754.91,2757.87,2757.87,2751.06,2757.87,2.96,2.91,8.61,-8.61,-1,LOSS,NO,10,852.07
1880,2025-01-29,16:00,16:05,LONG,2758.87,2756.87,2759.07,2761.47,2759.07,2,4.26,8.52,0.85,0.1,BREAKEVEN,YES,5,852.92
1881,2025-01-29,16:45,17:20,SHORT,2758.18,2762.25,2757.98,2752.89,2757.98,4.07,2.1,8.53,0.42,0.05,BREAKEVEN,YES,35,853.34
1882,2025-01-30,07:00,07:45,LONG,2760.47,2758.52,2758.52,2763,2759.64,1.95,4.38,8.53,-3.63,-0.43,BREAKEVEN,NO,45,849.71
1883,2025-01-30,07:45,08:05,SHORT,2759.64,2761.7,2761.7,2756.96,2761.7,2.06,4.12,8.5,-8.5,-1,LOSS,NO,20,841.21
1884,2025-01-30,08:20,08:55,SHORT,2761.57,2763.93,2763.93,2758.5,2763.93,2.36,3.56,8.41,-8.41,-1,LOSS,NO,35,832.8
1885,2025-01-30,09:05,09:25,LONG,2765.91,2763.73,2766.34,2768.74,2766.34,2.18,3.82,8.33,1.64,0.2,BREAKEVEN,YES,20,834.44
1886,2025-01-30,09:40,09:50,SHORT,2767.11,2769.13,2769.13,2764.48,2769.13,2.02,4.13,8.34,-8.34,-1,LOSS,NO,10,826.09
1887,2025-01-30,10:15,10:45,LONG,2771.37,2768.59,2771.57,2774.98,2771.57,2.78,2.97,8.26,0.59,0.07,BREAKEVEN,YES,30,826.69
1888,2025-01-30,11:05,11:20,LONG,2774.56,2772.48,2772.48,2777.26,2772.48,2.08,3.97,8.27,-8.27,-1,LOSS,NO,15,818.42
1889,2025-01-30,11:40,12:15,LONG,2774.9,2772.83,2775.65,2777.59,2777.59,2.07,3.95,8.18,10.64,1.3,WIN,YES,35,829.06
1890,2025-01-30,12:15,13:00,SHORT,2777.01,2779.37,2779.37,2773.94,2777.3,2.36,3.51,8.29,-1.02,-0.12,BREAKEVEN,NO,45,828.04
1891,2025-01-30,12:50,13:35,SHORT,2777.36,2779.6,2779.6,2774.45,2779,2.24,3.7,8.28,-6.06,-0.73,LOSS,NO,45,821.98
1892,2025-01-30,13:50,14:35,LONG,2777.93,2775.82,2778.13,2780.67,2779.66,2.11,3.9,8.22,6.74,0.82,WIN,YES,45,828.72
1893,2025-01-30,14:35,15:00,SHORT,2779.66,2781.92,2781.92,2776.72,2781.92,2.26,3.67,8.29,-8.29,-1,LOSS,NO,25,820.43
1894,2025-01-30,15:10,15:20,SHORT,2781.85,2784.08,2781.65,2778.95,2781.65,2.23,3.68,8.2,0.74,0.09,BREAKEVEN,YES,10,821.17
1895,2025-01-30,15:45,15:55,LONG,2784,2781.46,2784.2,2787.3,2784.2,2.54,3.23,8.21,0.65,0.08,BREAKEVEN,YES,10,821.82
1896,2025-01-30,16:25,16:30,SHORT,2786.85,2789.7,2786.65,2783.14,2783.14,2.85,2.88,8.22,10.68,1.3,WIN,YES,5,832.5
1897,2025-01-31,07:00,07:45,LONG,2796.17,2793.82,2793.82,2799.22,2794.82,2.35,3.54,8.32,-4.78,-0.57,BREAKEVEN,NO,45,827.72
1898,2025-01-31,07:45,08:30,SHORT,2794.82,2796.88,2796.88,2792.14,2793.97,2.06,4.02,8.28,3.42,0.41,BREAKEVEN,NO,45,831.13
1899,2025-01-31,08:20,09:05,SHORT,2794.24,2796.43,2794.04,2791.39,2794.04,2.19,3.8,8.31,0.76,0.09,BREAKEVEN,YES,45,831.89
1900,2025-01-31,08:55,09:10,LONG,2792.94,2790.68,2793.14,2795.88,2795.88,2.26,3.68,8.32,10.81,1.3,WIN,YES,15,842.71
1901,2025-01-31,09:30,09:40,SHORT,2800.02,2802.65,2799.82,2796.6,2799.82,2.63,3.2,8.43,0.64,0.08,BREAKEVEN,YES,10,843.35
1902,2025-01-31,10:05,10:25,LONG,2797.77,2794.22,2794.22,2802.39,2794.22,3.55,2.38,8.43,-8.43,-1,LOSS,NO,20,834.91
1903,2025-01-31,10:40,10:50,SHORT,2794.09,2796.22,2793.89,2791.32,2793.89,2.13,3.92,8.35,0.78,0.09,BREAKEVEN,YES,10,835.7
1904,2025-01-31,11:20,12:05,LONG,2795.05,2792.24,2792.24,2798.7,2794.87,2.81,2.97,8.36,-0.54,-0.06,BREAKEVEN,NO,45,835.16
1905,2025-01-31,12:00,12:30,LONG,2794.05,2791.41,2791.41,2797.48,2791.41,2.64,3.16,8.35,-8.35,-1,LOSS,NO,30,826.81
1906,2025-01-31,12:35,12:45,LONG,2791.84,2789.52,2792.04,2794.86,2792.04,2.32,3.56,8.27,0.71,0.09,BREAKEVEN,YES,10,827.52
1907,2025-01-31,13:10,13:50,LONG,2795.23,2792.13,2797.25,2799.26,2799.26,3.1,2.67,8.28,10.76,1.3,WIN,YES,40,838.28
1908,2025-01-31,13:55,14:00,LONG,2800.19,2797.79,2800.39,2803.31,2800.39,2.4,3.49,8.38,0.7,0.08,BREAKEVEN,YES,5,838.98
1909,2025-01-31,14:30,14:35,LONG,2805.15,2803.1,2805.35,2807.82,2805.35,2.05,4.09,8.39,0.82,0.1,BREAKEVEN,YES,5,839.8
1910,2025-01-31,15:05,15:20,LONG,2804.81,2802.86,2805.01,2807.34,2805.01,1.95,4.31,8.4,0.86,0.1,BREAKEVEN,YES,15,840.66
1911,2025-01-31,15:40,16:00,SHORT,2807.14,2810.15,2806.94,2803.23,2806.94,3.01,2.79,8.41,0.56,0.07,BREAKEVEN,YES,20,841.22
1912,2025-01-31,16:15,16:45,LONG,2806.19,2803.04,2807.04,2810.29,2807.04,3.15,2.67,8.41,2.27,0.27,BREAKEVEN,YES,30,843.49
1913,2025-02-03,07:00,07:10,LONG,2780.51,2778.58,2780.71,2783.02,2780.71,1.93,4.37,8.43,0.87,0.1,BREAKEVEN,YES,10,844.36
1914,2025-02-03,07:40,08:10,LONG,2783.35,2781.24,2783.55,2786.09,2783.55,2.11,4,8.44,0.8,0.09,BREAKEVEN,YES,30,845.16
1915,2025-02-03,08:15,09:00,LONG,2786.82,2782.23,2782.23,2792.79,2787.92,4.59,1.84,8.45,2.03,0.24,BREAKEVEN,NO,45,847.19
1916,2025-02-03,09:05,09:50,LONG,2788.55,2784.78,2784.78,2793.45,2788.28,3.77,2.25,8.47,-0.61,-0.07,BREAKEVEN,NO,45,846.58
1917,2025-02-03,09:45,10:00,LONG,2788.4,2785.59,2788.6,2792.05,2788.6,2.81,3.01,8.47,0.6,0.07,BREAKEVEN,YES,15,847.18
1918,2025-02-03,10:30,11:15,LONG,2798.84,2795.88,2795.88,2802.69,2795.88,2.96,2.86,8.47,-8.47,-1,LOSS,NO,45,838.71
1919,2025-02-03,11:05,11:30,LONG,2797.3,2794.8,2797.5,2800.55,2797.5,2.5,3.35,8.39,0.67,0.08,BREAKEVEN,YES,25,839.38
1920,2025-02-03,11:40,11:45,LONG,2798.96,2796.9,2796.9,2801.64,2796.9,2.06,4.07,8.39,-8.39,-1,LOSS,NO,5,830.99
1921,2025-02-03,12:35,12:40,SHORT,2794.28,2796.58,2796.58,2791.29,2796.58,2.3,3.61,8.31,-8.31,-1,LOSS,NO,5,822.68
1922,2025-02-03,13:10,13:55,SHORT,2801.93,2805.81,2801.73,2796.89,2801.73,3.88,2.12,8.23,0.42,0.05,BREAKEVEN,YES,45,823.1
1923,2025-02-03,13:45,14:25,LONG,2800.46,2798,2801.17,2803.66,2803.66,2.46,3.35,8.23,10.7,1.3,WIN,YES,40,833.8
1924,2025-02-03,14:30,14:35,LONG,2803.38,2800.76,2803.58,2806.79,2806.79,2.62,3.18,8.34,10.84,1.3,WIN,YES,5,844.64
1925,2025-02-03,15:05,15:50,SHORT,2807.74,2813.24,2813.24,2800.59,2810.32,5.5,1.54,8.45,-3.96,-0.47,BREAKEVEN,NO,45,840.68
1926,2025-02-03,15:45,16:00,SHORT,2809.44,2811.62,2811.62,2806.61,2811.62,2.18,3.86,8.41,-8.41,-1,LOSS,NO,15,832.27
1927,2025-02-03,16:20,16:25,LONG,2813.97,2811.97,2814.17,2816.57,2814.17,2,4.16,8.32,0.83,0.1,BREAKEVEN,YES,5,833.11
1928,2025-02-03,16:55,17:00,LONG,2829.51,2826.23,2826.23,2833.77,2826.23,3.28,2.54,8.33,-8.33,-1,LOSS,NO,5,824.77
1929,2025-02-04,07:15,07:25,SHORT,2816.97,2819.42,2816.77,2813.78,2816.77,2.45,3.37,8.25,0.67,0.08,BREAKEVEN,YES,10,825.45
1930,2025-02-04,08:05,08:15,SHORT,2814.65,2816.98,2814.45,2811.62,2814.45,2.33,3.54,8.25,0.71,0.09,BREAKEVEN,YES,10,826.16
1931,2025-02-04,08:40,09:25,LONG,2812.86,2809.44,2809.44,2817.31,2809.44,3.42,2.42,8.26,-8.26,-1,LOSS,NO,45,817.89
1932,2025-02-04,09:15,09:20,SHORT,2813.61,2815.76,2813.41,2810.82,2810.82,2.15,3.8,8.18,10.63,1.3,WIN,YES,5,828.53
1933,2025-02-04,10:00,10:15,LONG,2812.46,2809.74,2813.17,2816,2816,2.72,3.05,8.29,10.77,1.3,WIN,YES,15,839.3
1934,2025-02-04,10:40,10:50,SHORT,2812.56,2815.79,2815.79,2808.36,2815.79,3.23,2.6,8.39,-8.39,-1,LOSS,NO,10,830.91
1935,2025-02-04,11:15,11:40,LONG,2816.95,2813.71,2817.15,2821.16,2817.15,3.24,2.56,8.31,0.51,0.06,BREAKEVEN,YES,25,831.42
1936,2025-02-04,11:50,12:05,SHORT,2821.11,2823.31,2820.48,2818.25,2818.25,2.2,3.78,8.31,10.81,1.3,WIN,YES,15,842.23
1937,2025-02-04,13:05,13:50,SHORT,2814.65,2817.72,2817.72,2810.66,2815.79,3.07,2.74,8.42,-3.13,-0.37,BREAKEVEN,NO,45,839.1
1938,2025-02-04,14:00,14:20,LONG,2815.85,2813.03,2817.39,2819.52,2819.52,2.82,2.98,8.39,10.91,1.3,WIN,YES,20,850.01
1939,2025-02-04,14:35,15:05,LONG,2820.24,2817.95,2820.88,2823.22,2823.22,2.29,3.71,8.5,11.05,1.3,WIN,YES,30,861.06
1940,2025-02-04,15:10,15:20,SHORT,2823.93,2826.41,2826.41,2820.71,2826.41,2.48,3.47,8.61,-8.61,-1,LOSS,NO,10,852.45
1941,2025-02-04,15:55,16:05,LONG,2831.69,2828.93,2831.89,2835.28,2831.89,2.76,3.09,8.52,0.62,0.07,BREAKEVEN,YES,10,853.06
1942,2025-02-04,16:35,17:00,LONG,2840.23,2835.79,2840.43,2846,2840.43,4.44,1.92,8.53,0.38,0.05,BREAKEVEN,YES,25,853.45
1943,2025-02-05,07:30,07:40,LONG,2856.21,2854.01,2856.41,2859.07,2856.41,2.2,3.88,8.53,0.78,0.09,BREAKEVEN,YES,10,854.22
1944,2025-02-05,08:05,08:20,SHORT,2857.3,2859.87,2859.87,2853.96,2859.87,2.57,3.32,8.54,-8.54,-1,LOSS,NO,15,845.68
1945,2025-02-05,08:40,09:00,LONG,2860.88,2858.22,2858.22,2864.34,2858.22,2.66,3.18,8.46,-8.46,-1,LOSS,NO,20,837.23
1946,2025-02-05,09:20,09:30,SHORT,2857.08,2859.15,2859.15,2854.39,2859.15,2.07,4.04,8.37,-8.37,-1,LOSS,NO,10,828.85
1947,2025-02-05,10:15,10:40,SHORT,2865.3,2867.64,2867.64,2862.26,2867.64,2.34,3.54,8.29,-8.29,-1,LOSS,NO,25,820.56
